ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at
271389,BOZEMAN HEALTH BIG SKY MEDICAL CENTER,MT,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://bozemanhealth.org/cms-hpt.txt,https://bozemanhealth.org/wp-content/uploads/2025/01/01/474718253_big-sky-medical-center_standardcharges.json,2024-11-19,2.2.0,https://bozemanhealth.org/services/patient-financial-services/pricing-transparency/,2026-09-09T01:49:11.101Z
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://crhealthcare.org/cms-hpt.txt,"https://sthpiprd.blob.core.windows.net/machine-readable-files/11292/560538020_columbus-regional-healthcare-system,-inc_standardcharges.csv",2025-09-01,3.0.0,https://crhealthcare.org/patients-visitors/crhs-financial-assistance/,2026-09-09T01:49:12.656Z
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,NV,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://sunrisehospital.com/cms-hpt.txt,https://core.secure.ehc.com/src/util/json-detail-price-list/62-1762537_sunrise-hospital-and-medical-center_standardcharges.json,2024-10-01,2.2.0,https://sunrisehospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,2026-09-09T01:49:49.993Z
330235,AUBURN  COMMUNITY  HOSPITAL,NY,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.auburnhospital.org/cms-hpt.txt,https://www.auburnhospital.org/wp-content/uploads/2025/01/150532054_auburn-community-hospital_standardcharges-2.zip,2025-01-19,2.0.0,https://www.auburnhospital.org/patients-and-visitors/billing/,2026-09-09T01:49:50.514Z
334022,BRYLIN HOSP,NY,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://brylin.com/cms-hpt.txt,https://www.brylin.com/wp-content/uploads/2025/10/16-1163586_BryLin-Hospitals-Inc_standardcharges.csv,2025-10-15,1.0.0,https://www.brylin.com/price-transparency/,2026-09-09T01:49:50.763Z
330405,HELEN HAYES HOSPITAL,NY,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://helenhayeshospital.org/cms-hpt.txt,https://shop.helenhayeshosp.org/00-0432000_Helen-Hayes-Hospital_standardcharges.csv,2024-07-01,1.0.0,https://shop.helenhayeshosp.org/,2026-09-09T01:49:50.996Z
330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://numc.edu/cms-hpt.txt,https://sthpiprd.blob.core.windows.net/machine-readable-files/13384/113465690-1801857172_nassau-health-care-corporation_standardcharges.csv,2025-10-28,2.0.0,https://search.hospitalpriceindex.com/hpi2/machineReadable/NassauHealthCareCorporation/13384,2026-09-09T01:49:52.005Z
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,OH,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://acrmc.com/wp-content/uploads/2025/03/cms-hpt.txt,https://acrmc.com/wp-content/uploads/2025/03/81-2817266_Adams-County-Regional-Medical-Center_standardcharges-1.zip,2024-12-25,2.2.0,https://acrmc.com/price-transparency/,2026-09-09T01:50:05.529Z
361309,"HENRY COUNTY HOSPITAL, INC",OH,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://www.henrycountyhospital.org/cms-hpt.txt,https://www.henrycountyhospital.org/documents/344477047_henry-county-hospital_standardcharges.csv,2025-12-29,2.0.0,https://www.henrycountyhospital.org/,2026-09-09T01:50:06.549Z
360218,LICKING MEMORIAL HOSPITAL,OH,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://lmhealth.org/cms-hpt.txt,https://www.lmhealth.org/LMHealth.org/media/314379519_licking-memorial-hospital_standardcharges.zip,2026-03-16,2.0.0,https://www.lmhealth.org/Patients-Visitors/Before-You-Arrive/Patient-Pricing,2026-09-09T01:50:06.795Z
360029,WOOD COUNTY HOSPITAL,OH,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.woodcountyhospital.org/cms-hpt.txt,https://www.woodcountyhospital.org/media/0x5fw0tn/344440884_wood-county_standardcharges.csv,2024-06-30,2.0.0,https://www.woodcountyhospital.org/patients-visitors/billing-and-insurance/services-pricing/,2026-09-09T01:50:07.315Z
361329,WYANDOT MEMORIAL HOSPITAL,OH,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://wyandotmemorial.org/cms-hpt.txt,https://www.wyandotmemorial.org/wp-content/uploads/2025/04/WMH-MRF-PT-4.8-4-increased.csv,2024-12-31,2.0.0,https://www.wyandotmemorial.org/pricing/,2026-09-09T01:50:07.412Z
371320,CLEVELAND AREA HOSPITAL,OK,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://f01f54e7-88bc-4da1-b172-3386a48f3183.usrfiles.com/ugd/f01f54_5b7c18cab1b84eb5b51ddd5342367a52.txt,https://www.clevelandareahospital.com/_files/ugd/f01f54_5b69ac08fe9841c9a70139a0ce50a4ca.csv?dn=263778478_cleveland-area-hospital_standardcharges.csv,2025-03-04,2.0.0,https://www.clevelandareahospital.com/hospital-pricing,2026-09-09T01:50:07.458Z
370008,NORMAN REGIONAL,OK,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://www.normanregional.com/cms-hpt.txt,https://www.normanregional.com/documents/736048282_norman-regional-health-system_standardcharges.csv,2026-01-01,2.2.0,https://www.normanregional.com/patients-visitors/price-transparency/,2026-09-09T01:50:07.625Z
370083,PUSHMATAHA HOSPITAL,OK,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://pushmatahahospital.com/cms-hpt.txt,https://pushmatahahospital.com/images/docs/736069650_pushmataha-county---city-of-antlers-hospital-authority_standardcharges.csv,2024-10-03,2.0.0,https://pushmatahahospital.com/index.php/component/sppagebuilder/?view=page&id=74,2026-09-09T01:49:08.803Z
393304,CHILDREN'S HOME OF PITTSBURGH,PA,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://childrenshomepgh.org/cms-hpt.txt,https://www.childrenshomepgh.org/pricetransparency/250965292_the-children's-home-of-pittsburgh_standardcharges.csv,2025-11-21,2.0.0,https://www.childrenshomepgh.org/price-transparency/,2026-09-09T01:50:08.405Z
391303,FULTON COUNTY MEDICAL CENTER,PA,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://www.fcmcpa.org/cms-hpt.txt,https://www.fcmcpa.org/docs/231401561_fulton-county-medical-center_standardcharges.csv,2026-03-12,2.0.0,https://www.fcmcpa.org/getpage.php?name=Pricing_Transparency,2026-09-09T01:50:09.229Z
420030,COLLETON MEDICAL CENTER,SC,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://colletonmedical.com/cms-hpt.txt,https://core.secure.ehc.com/src/util/json-detail-price-list/57-0712623_colleton-medical-center_standardcharges.json,2024-10-01,2.2.0,https://colletonmedical.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,2026-09-09T01:50:21.176Z
430091,BLACK HILLS SURGICAL HOSPITAL LLC,SD,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://www.sanfordhealth.org/cms-hpt.txt,https://www.sanfordhealth.org/-/media/org/files/patients-and-visitors/billing-insurance/price-estimates/black-hills-surgical-hospital_standard-charges.csv,2026-01-30,2.0.0,https://www.sanfordhealth.org/patients-and-visitors/billing-and-insurance/price-estimates,2026-09-09T01:50:22.194Z
440111,METRO NASHVILLE GENERAL HOSPITAL,TN,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://nashvillegeneral.org/cms-hpt.txt,https://nashvillegeneral-440111.s3.amazonaws.com/62-1383977_METRO-NASHVILLE-GENERAL-HOSPITAL_standardcharges.csv,2024-07-01,1.0.0,https://nashvillegeneral.org/patient-visitor-info/billing-insurance,2026-09-09T01:50:23.729Z
440152,REGIONAL ONE HEALTH,TN,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.regionalonehealth.org/cms-hpt.txt,https://www.regionalonehealth.org/wp-content/uploads/2024/12/621113169_shelby-county-health-care_standardcharges.csv,2025-01-06,2.0.0,https://www.regionalonehealth.org/estimated-charges-for-services/,2026-09-09T01:50:23.899Z
670321,ADVANCED DALLAS HOSPITALS AND CLINICS,TX,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://adhealthcare.com/cms-hpt.txt,https://hospitalpricetransparencyfiles.com/advanced-dallas-hospital-and-clinics/852671865_Advanced-Dallas-Hospital-and-Clinics-LLC_standardcharges.csv,2025-07-20,3.0.0,https://ezcost.info/advanceddallas,2026-09-09T01:50:32.575Z
670336,BANDERA FAMILY HOSPITAL,TX,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://fhsmc.com/price-transparency/cms-hpt-txt/?tmstv=1773081269,https://fhsmc.com/price-transparency/920323729_bandera-family-hospital_standardcharges.csv,2025-08-29,2.0.0,https://fhsmc.com/price-transparency/,2026-09-09T01:50:33.132Z
453301,DRISCOLL CHILDRENS HOSPITAL,TX,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://driscollchildrens.org/cms-hpt.txt,https://driscollchildrens.org/wp-content/uploads/742577746-1548286172_Driscoll-Childrens-Hospital_standardcharges.csv,2025-10-06,2.0.0,https://driscollchildrens.org/patients/resources/price-transparency/,2026-09-09T01:50:43.266Z
454129,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,TX,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://auroraarizona.com/cms-hpt.txt,https://www.georgetownbehavioral.com/sites/default/files/462465087_Georgetown%20Behavioral%20Insitute_Standardcharges.csv,2024-10-16,2.0.0,https://www.georgetownbehavioral.com/standard-services,2026-09-09T01:50:43.442Z
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,TX,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://medicalcentersetexas.org/cms-hpt.txt,https://medicalcentersetexas.org/pricetransparency/994785659_MedicalCenterSETexas_standardcharges.csv,2024-12-26,2.0.0,https://medicalcentersetexas.org/price-transparency,2026-09-09T01:51:07.985Z
450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://unitedregional.org/getContentAsset/87726b46-3db7-42d1-b3d7-11de88ed5834/c204d644-0ccb-43d4-a505-69664b0a9bc3/cms-hpt.txt?language=en,https://unitedregional.org/getContentAsset/a128db8c-8ea3-461b-9531-3197f7c0b635/c204d644-0ccb-43d4-a505-69664b0a9bc3/751912147-united-regional-healthcare-system-standardcharges-in.csv?language=en,2025-11-15,2.0.0,https://unitedregional.org/patients-and-visitors/price-transparency,2026-09-09T01:51:08.178Z
490022,MARY WASHINGTON HOSPITAL,VA,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.marywashingtonhealthcare.com/cms-hpt.txt,https://www.marywashingtonhealthcare.com/documents/540519577_mary-washington-hospital_standardcharges.csv,2024-12-30,2.0.0,https://www.marywashingtonhealthcare.com/patients-visitors/cost-estimates/,2026-09-09T01:51:12.724Z
490140,"STAFFORD HOSPITAL, LLC",VA,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.marywashingtonhealthcare.com/cms-hpt.txt,https://www.marywashingtonhealthcare.com/documents/134316364_stafford-hospital_standardcharges.csv,2024-12-30,2.0.0,https://www.marywashingtonhealthcare.com/patients-visitors/cost-estimates/,2026-09-09T01:51:12.928Z
501312,PROSSER MEMORIAL HOSPITAL,WA,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.prosserhealth.org/cms-hpt.txt,https://res.cloudinary.com/dpmykpsih/raw/upload/prosser-health-site-416/media/r/98285db682424129bd554acc0db84c2a/91-6013490_prosser-memorial-health-hospital_standardcharges.csv,2025-01-01,2.0.0,https://www.prosserhealth.org/patients-and-visitors/financial-services/pricing-transparency/,2026-09-09T01:51:14.084Z
520041,ASPIRUS DIVINE SAVIOR HOSPITAL,WI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.aspirus.org/cms-hpt.txt,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390806250_aspirus-divine-savior-hospital_standardcharges.json,2025-07-01,2.2.0,https://www.aspirus.org/price-estimate,2026-09-09T01:51:14.215Z
521300,ASPIRUS EAGLE RIVER HOSPITAL,WI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.aspirus.org/cms-hpt.txt,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390985690_aspirus-eagle-river-hospital_standardcharges.json,2025-07-01,2.2.0,https://www.aspirus.org/price-estimate,2026-09-09T01:51:14.413Z
521339,ASPIRUS MERRILL HOSPITAL,WI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.aspirus.org/cms-hpt.txt,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390808503_aspirus-merrill-hospital_standardcharges.json,2025-07-01,2.2.0,https://www.aspirus.org/price-estimate,2026-09-09T01:51:14.604Z
521331,BURNETT MEDICAL CENTER,WI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.burnettmedicalcenter.com/cms-hpt.txt,https://www.burnettmedicalcenter.com/wp-content/uploads/2025/03/390938661_BurnettMedicalCenter_standardcharges.csv,2024-07-01,2.0.0,https://www.burnettmedicalcenter.com/patients-visitors/price-transparency/,2026-09-09T01:51:14.710Z
520091,HOWARD YOUNG MEDICAL CENTER,WI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.aspirus.org/cms-hpt.txt,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390873606_howard-young-medical-center_standardcharges.json,2025-07-01,2.2.0,https://www.aspirus.org/price-estimate,2026-09-09T01:51:59.618Z
