ccn,hospital_name,address,city,state,zip,phone,type,seeded_domain,pointer_status,remediation,reason,exa_query,resolved_domain
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,hpt-obf:v1:938GyUBvWoPaP219.xv9hv8mKpUGD-2AlTM_Osg.q49x82-RtwS1Aw6JeRI,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
030147,BANNER OCOTILLO MEDICAL CENTER,1405 SOUTH ALMA SCHOOL ROAD,CHANDLER,AZ,85286,hpt-obf:v1:gieDMZ2o6LDdnhlN.uZ79CL_qNiyWK9JeY1cNmA.Wj4Yt3tfp_8ccI6uVFg,Acute Care Hospitals,bannerhealth.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
030195,KAYENTA ALTERNATIVE RURAL HOSPITAL,"US HWY 160, S MP 394, KAYENTA, AZ 86033-0368",KAYENTA,AZ,86033,hpt-obf:v1:6a0fTVUOeTV3UXbq.JDNbfm-wsgkn0-GpPAeuhg.AoCxSzd8HvOKeBblaEA,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,KAYENTA ALTERNATIVE RURAL HOSPITAL hospital KAYENTA AZ official website,
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,hpt-obf:v1:Y-i0SEI3Nf-MtArY.wa-MbUwsNTkhnHF9ODIWLQ.dsCngbvU9iQjahIjwEM,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
031304,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040,hpt-obf:v1:PUNGzT6LS-k7oAoj.OIhhbGv4xQZFRsPJCM7MOw.ekoaoP3PKuC7ZrGMYno,Critical Access Hospitals,bannerhealth.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
031305,HOPI HEALTH CARE CENTER,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,86042,hpt-obf:v1:7IqbucXkgwoXB3ss.MPLbEsA1BEvCutzhMm_clA.6Qe3grmyOkXKIVt3IfI,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HOPI HEALTH CARE CENTER hospital POLACCA AZ official website,
031307,PARKER INDIAN HEALTH CENTER,12033 AGENCY ROAD,PARKER,AZ,85344,hpt-obf:v1:f4rzFTpgOOjTtgcY.klOsv2EnD6ZAGhMGKSK8QQ.wbqcb2brIeYZNN_2Y-E,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,PARKER INDIAN HEALTH CENTER hospital PARKER AZ official website,
031308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD,SACATON,AZ,85147,hpt-obf:v1:QgHk_gnDHgVHP9gc.u0hoTcZMMO0_aaJPjtRoZA.yXo5qzAyFNoQQ8AabcA,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HUHU KAM MEMORIAL HOSPITAL hospital SACATON AZ official website,
031309,SAGE MEMORIAL HOSPITAL,HIGHWAY 264 WEST AND 191 SOUTH,GANADO,AZ,86505,hpt-obf:v1:MshVxpVVHGi6nCb1.TZWzkP3gmHgzrfLw0LvLOg.4AUcELZhcHTFAlIET-s,Critical Access Hospitals,sagememorial.com,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,SAGE MEMORIAL HOSPITAL hospital GANADO AZ official website,
031311,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,hpt-obf:v1:Wz15jk7X-kqhkRES.aap9OEH1QteH8I5DnR76_g.UhiZVqLlXFfuTSpNbug,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,LITTLE COLORADO MEDICAL CENTER hospital WINSLOW AZ official website,
031313,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,hpt-obf:v1:19m5V9nxa4-zYd-2.a9x1sCU-Z0X2vuYN4byxcw.Onx4bFxPkzBWHCUH_iQ,Critical Access Hospitals,holycrosshealth.org,ok,name-match-review,pointer file works (2 entries) but none matched this hospital's name,,
031317,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,PARKER,AZ,85344,hpt-obf:v1:Ay7CecWwF6WfaSu0.UQM5V12jlVq230bW_fqyGQ.DVRNnyWInp5e9E4ePKE,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,LA PAZ REGIONAL HOSPITAL hospital PARKER AZ official website,
031318,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,hpt-obf:v1:QH8I_ml-KMR0VTqV.NjU8sKSHrHLMWNhI9CQGqQ.bMwY9R9Aks-yfiCL4uY,Critical Access Hospitals,bannerhealth.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
031320,SAN CARLOS APACHE HEALTHCARE CORPORATION,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,hpt-obf:v1:e1xkJ-7NXGzjTnBe.ADyozTbuSC8J2tllC6zdhA.7epZRyTXie_QbExm6ow,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,SAN CARLOS APACHE HEALTHCARE CORPORATION hospital PERIDOT AZ official website,
034004,BANNER BEHAVIORAL HEALTH HOSPITAL,7575 EAST EARLL DRIVE,SCOTTSDALE,AZ,85251,hpt-obf:v1:cJMVJ_nCRm0JjJXV.MA5c0BLqWfXx_ywrKhlImg.Zla3jVx8ogddDWjdYYk,Psychiatric,bannerhealth.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
034021,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET,PHOENIX,AZ,85008,hpt-obf:v1:SaOKqyyog3Q-zpJJ.KjuSAH1ax74vGbE6asuWzA.UCncHWAaBSRZiNNVN58,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ARIZONA STATE HOSPITAL hospital PHOENIX AZ official website,
034023,THE GUIDANCE CENTER,2187 NORTH VICKEY STREET,FLAGSTAFF,AZ,86004,hpt-obf:v1:c6IBp5Kyg0BJ_4_j.y_k7P_FbxZGV0Mbvpoj91A.OUFvBcOLxEZ2ZK8T2vU,Psychiatric,tgcaz.org,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,THE GUIDANCE CENTER hospital FLAGSTAFF AZ official website,
034026,VALLEY HOSPITAL,3550 EAST PINCHOT AVENUE,PHOENIX,AZ,85018,hpt-obf:v1:npxslsZF3LhW4hP4.z4jaxRJ91K6h9KzErTP8tA.SVoIftpJSQyotrJeGP4,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,VALLEY HOSPITAL hospital PHOENIX AZ official website,
034030,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,TUCSON,AZ,85712,hpt-obf:v1:Jw9LfdJR2joF7Bs7.UJblX1egZjMHNUFExZzQiA.z1aiqE9Jo8QZtcS0Lc4,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,PALO VERDE BEHAVIORAL HEALTH hospital TUCSON AZ official website,
034031,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE,PHOENIX,AZ,85027,hpt-obf:v1:r4McGttI_pA5Sgao.YE4z-6P2FKC3xb1vCmu5bw.66gfCoj11ir2UAdLaIU,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,QUAIL RUN BEHAVIORAL HEALTH hospital PHOENIX AZ official website,
034040,VIA LINDA BEHAVIORAL HOSPITAL,9160 EAST HORSESHOE RD,SCOTTSDALE,AZ,85258,hpt-obf:v1:lDWDSs31OhgwqbTs.p4taEoAq9B5bmtItrWgZnA.lbFaWUb38Gak6h8PhAM,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,VIA LINDA BEHAVIORAL HOSPITAL hospital SCOTTSDALE AZ official website,
040001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,hpt-obf:v1:eMF5dcIALePgByHX.AubShugRcl8lgPeN5gT4gA.naCHE1r9qymBykdnoYw,Acute Care Hospitals,northwesthealth.com,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,SILOAM SPRINGS REGIONAL HOSPITAL hospital SILOAM SPRINGS AR official website,
040022,NORTHWEST MEDICAL CENTER-SPRINGDALE,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,hpt-obf:v1:2oWOahpRD4pPFI-Z.uW9u9wWUiw0h27iy6rNDbg.NqcueijzjUkSjGx7yOc,Acute Care Hospitals,northwesthealth.com,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,NORTHWEST MEDICAL CENTER-SPRINGDALE hospital SPRINGDALE AR official website,
04009F,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,FAYETTEVILLE,AR,72703,hpt-obf:v1:1GoL5ltZfQ5EnVjG.ObZfGLxDLouyAYUdav8xoA.9ey8tZZl_zH0GOisQqM,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,hpt-obf:v1:EJR7kIsY3D8rrPz-.Z7x779G133V5eJaKj_0mXw.vWLYn-aMVXyJV61Ud10,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
040119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,hpt-obf:v1:mhk_22LHlX7EM7DC.C3xyGVQp1J9lcVNyGoFvhQ.FLULxxp9ENeUq4oXjtU,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,WHITE RIVER MEDICAL CENTER hospital BATESVILLE AR official website,
040132,LEVI HOSPITAL,300 PROSPECT AVE,HOT SPRINGS,AR,71901,hpt-obf:v1:QuahwDTedgjP9KsK.okrjDnOjj4_0QQTHVNBIeg.rUnwjqd1Zd5qWMQxlfM,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,LEVI HOSPITAL hospital HOT SPRINGS AR official website,
040147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,72118,hpt-obf:v1:ZelMPeHYUsBwZoMs.CquDElEL5zH5pv9Q5T-nKQ.8g9a6C5skXSq4eDvSyQ,Acute Care Hospitals,clariti-health.com,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,ARKANSAS SURGICAL HOSPITAL hospital NO LITTLE ROCK AR official website,
040780,EUREKA SPRINGS HOSPITAL COMMISSION,24 NORRIS STREET,EUREKA SPRINGS,AR,72632,hpt-obf:v1:AHAsDPB4jmUU72q_.xuqWT2o7qPiBL7xhfp8XNQ.Ek6TfGbUXMbhFhzyCSg,Rural Emergency Hospital,,no-domain,exa-domain-lookup,no domain in the seed dataset,EUREKA SPRINGS HOSPITAL COMMISSION hospital EUREKA SPRINGS AR official website,
040781,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,HELENA,AR,72342,hpt-obf:v1:rfQJPgT1l-t7d-im.i_gPMEQKpaL3rJP7fMzjMg.s0I3dkctJbwLj4Bci0c,Rural Emergency Hospital,,no-domain,exa-domain-lookup,no domain in the seed dataset,HELENA REGIONAL MEDICAL CENTER hospital HELENA AR official website,
041310,STONE COUNTY MEDICAL CENTER,2106 EAST MAIN STREET,MOUNTAIN VIEW,AR,72560,hpt-obf:v1:VxRQM38jAQudru_X.vAXdO2t7Ru4sIS9XrVlrVQ.Dy2bx6qKqegF-iw8s6E,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,STONE COUNTY MEDICAL CENTER hospital MOUNTAIN VIEW AR official website,
041313,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,hpt-obf:v1:dTPE9QH6cuMgQicx.iCFuzHHx0wFglY2sq7rLsA.u2u742UVALVn4_YeST4,Critical Access Hospitals,ozarkhealth.net,ok,name-match-review,pointer file works (0 entries) but none matched this hospital's name,,
041326,DELTA MEMORIAL HOSPITAL,811 HIGHWAY 65 SOUTH,DUMAS,AR,71639,hpt-obf:v1:3Z9QRuMkxNRI7-3M.L31sQNZ7Qtmch2Wa3r94zQ.P5JF98shTkXrZqXL39E,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,DELTA MEMORIAL HOSPITAL hospital DUMAS AR official website,
041330,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,hpt-obf:v1:FO6IGGONFNb98HaY.Wn7XCE4q9J7FVVQrUgzcUA.Ym2lSDCxq544v-pLK78,Critical Access Hospitals,piggotthealthsystem.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
044005,BRIDGEWAY HOSPITAL,21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,AR,72113,hpt-obf:v1:TuDVPhIRDKajskRH.3JEAOWJmJFv0ENxdugVG6g.V8jscaYo-xqNTxsK5K0,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,BRIDGEWAY HOSPITAL hospital NORTH LITTLE ROCK AR official website,
044007,RIVENDELL BEHAVIORAL HEALTH SERVICES,100 RIVENDELL DRIVE,BENTON,AR,72019,hpt-obf:v1:fyPm-DO3rSXbEXeY.cvJGXlRBLHPrxVcMEsxDAQ.cmeW8AKWUzhzpSMcVtE,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,RIVENDELL BEHAVIORAL HEALTH SERVICES hospital BENTON AR official website,
044011,ARKANSAS STATE HOSPITAL,305 S PALM STREET,LITTLE ROCK,AR,72205,hpt-obf:v1:fELZIJkWzUQElEDd.jxcIA7YQxn9h-HtEDw7HRQ.KrfUmGnHIDb1Fn18pPc,Psychiatric,humanservices.arkansas.gov,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,ARKANSAS STATE HOSPITAL hospital LITTLE ROCK AR official website,
044017,UNITED METHODIST BEHAVIORAL HOSPITAL,1601 MURPHY DRIVE,MAUMELLE,AR,72113,hpt-obf:v1:40nv-ECi0C4Jy0AG.M865EWyGj3cvQqslagB-sQ.vb9J4et2PfqoBP3tUBQ,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,UNITED METHODIST BEHAVIORAL HOSPITAL hospital MAUMELLE AR official website,
044019,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,1955 WEST TRUCKER'S DRIVE,FAYETTEVILLE,AR,72704,hpt-obf:v1:K01v3arCdgGWYTEC.HX5c5MT8YhLx0jOjpsrd7g.fGr78LvkZ4lFTX5Wg0A,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SPRINGWOODS BEHAVIORAL HEALTH SERVICES hospital FAYETTEVILLE AR official website,
044021,PERIMETER BEHAVIORAL HOSPITAL OF WEST MEMPHIS,600 NORTH 7TH STREET,WEST MEMPHIS,AR,72301,hpt-obf:v1:Ylp3b7aPrj-dwRbO.bboUrkVbpMpT1x0iyZI5ew.soJuU-9I0zmorB9uIag,Psychiatric,perimeterhealthcare.com,ok,name-match-review,pointer file works (7 entries) but none matched this hospital's name,,
050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,hpt-obf:v1:A_OmU3_39wXC-YO9.AH7R6IDPcLbis5WQpnynnw.724-8eKREDao-UHY6KM,Acute Care Hospitals,sutterhealth.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,PENINSULA MEDICAL CENTER hospital BURLINGAME CA official website,
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,hpt-obf:v1:JUT4GljSRcAOFC0m.99Je5IFK4jr0greCn9cakQ.H3KevZSn7cLdUpHNgrc,Acute Care Hospitals,sutterhealth.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP hospital SAN FRANCISCO CA official website,
050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,hpt-obf:v1:Lsjj_JR3frPPWq_3.gqlKb8TmhsuF-pXFGhfOlg.hVkfFV2EiF2qxufiez8,Acute Care Hospitals,sutterhealth.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,SUTTER AMADOR HOSPITAL hospital JACKSON CA official website,
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,hpt-obf:v1:NAzhA9MpsO8trif7.5ByRz3z2haZTdywgCn3R6Q.qLWt0R7SNteD-b8uLWo,Acute Care Hospitals,health.ucsd.edu,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR hospital SAN DIEGO CA official website,
050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,hpt-obf:v1:kM93iO2BOGrhXpNu.jWJiL00K8jFmZug0sRnTuQ.4Brisok7YWCxoM_7fuE,Acute Care Hospitals,madriverhospital.com,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,MAD RIVER COMMUNITY HOSPITAL hospital ARCATA CA official website,
050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,hpt-obf:v1:OrE60aCQUCHVdJS6.aBrSIv1CHcjRpA0Qy0Fa0w.ydWqntA5QFI8zK28VnY,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,OROVILLE HOSPITAL hospital OROVILLE CA official website,
050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,hpt-obf:v1:1YUyINE3W1Ae3F36.SygzaVYNUwJLzVAVaiXO6w.MxMtkU4LdywIW3tHeQI,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,SANTA CLARA VALLEY MEDICAL CENTER hospital SAN JOSE CA official website,
050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,hpt-obf:v1:14yjUhLfmSob5sz_.x2RzeSGC_tSXwtFF6ZQ7KA.KKdsxE5FNtmV96JeMJk,Acute Care Hospitals,sutterhealth.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,ALTA BATES SUMMIT MEDICAL CENTER hospital OAKLAND CA official website,
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,hpt-obf:v1:Nu0vRUPqbBw0m_Br.W9-E7tFOnllorQnVP_TTtA.L3ooLd7zDem8-IE_vVo,Acute Care Hospitals,sutterhealth.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS hospital SAN FRANCISCO CA official website,
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ,SAN FRANCISCO,CA,94110,hpt-obf:v1:3IxKJXQfsBnN4I0Q.6wvTetWWdvHBmQVjkrX6iA.vCthn1SANxUNlShBT8E,Acute Care Hospitals,sutterhealth.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL hospital SAN FRANCISCO CA official website,
050090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,hpt-obf:v1:VkaQE5j6vZ3kmSBB.gGjUp70diICNhKck-s8b8w.HCT2EDM09wrIhlrjjnI,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,SONOMA VALLEY HOSPITAL hospital SONOMA CA official website,
050101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,hpt-obf:v1:c8JG-2TxjmFyOEmx.yR-ep5Ta8Pq8KCkNWcS8bw.zgR99M_16jG-HSK6XCo,Acute Care Hospitals,sutterhealth.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,SUTTER SOLANO MEDICAL CENTER hospital VALLEJO CA official website,
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,hpt-obf:v1:z8olZtV4G5hiS6bJ.aGlaWoZegD4htJeCH53aCA.wX1RykzNZ_XFCWKwBoM,Acute Care Hospitals,sutterhealth.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,"SUTTER MEDICAL CENTER, SACRAMENTO hospital SACRAMENTO CA official website",
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,hpt-obf:v1:mNhmGCf-OUEjftFa.y2zsKznn6Tdta7Qj9ROJ4g.HKAYD4btLt6XCTLv5xQ,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,LOMPOC VALLEY MEDICAL CENTER hospital LOMPOC CA official website,
050115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,hpt-obf:v1:_05GKTB9N1COQYKx.EV8wKhjHs8ltBUqFEG8R7Q.8Jwne28f4AeOq14fNV8,Acute Care Hospitals,palomarhealth.org,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,PALOMAR HEALTH DOWNTOWN CAMPUS hospital ESCONDIDO CA official website,
050118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,hpt-obf:v1:HmnKLiBTKohwHwqK.S0wRLQEg7eT5tPZV-2tLCw.fkIyTyeMElyORBOgiXY,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,DOCTORS HOSPITAL OF MANTECA hospital MANTECA CA official website,
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,hpt-obf:v1:_FS3Sm72pZ-_NIw6.oh5CPoH1P0I8q8YZOGtWLA.RoambE502ZXAg8ZkB3Y,Acute Care Hospitals,sutterhealth.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,NOVATO COMMUNITY HOSPITAL hospital NOVATO CA official website,
050152,UCSF HEALTH SAINT FRANCIS HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,hpt-obf:v1:DYAbcvRkc21pIGAA.4ibv_9A6KXFm3XaNIG1Eeg.GUbI9Q_-0jNhAFhRgHY,Acute Care Hospitals,dignityhealth.org,ok,name-match-review,pointer file works (72 entries) but none matched this hospital's name,,
05015F,60th Medical Group (Travis AFB),101 Bodin Cir Bldg 777,Travis AFB,CA,94535,hpt-obf:v1:lxYJt8kwQH39w90p.PEib3cgk1z0alFDmveCuQA.XVkIcDfkWj0BEI1Y32o,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
050169,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,CA,90602,hpt-obf:v1:tNhtg5_RfwNO03kd.dMzggBLvY9niMi-OiXsFgg.fhxkHmQj4RI2QyJX24M,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,PIH HEALTH HOSPITAL-WHITTIER hospital WHITTIER CA official website,
050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,hpt-obf:v1:HnL2QfTOPdd08gnd.7sxWtHJNinDQwkTejsWlkQ.iKkqT0IteTj2EUQiT5U,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,EMANUEL MEDICAL CENTER hospital TURLOCK CA official website,
050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,hpt-obf:v1:cmhDzD22xqBpkpQ7.TFVQ-tsHp9XR1xu3shjSzA.fLMmVrCiy014MpKuutk,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,WASHINGTON HOSPITAL hospital FREMONT CA official website,
05020F,NH Camp Pendleton,200 Mercy Cir,Camp Pendleton,CA,92055,hpt-obf:v1:FrstjF1DQZ64piGo.COn4Dgqp-9sEBgRnealEJA.k00xBM1rkteyyAMfaC8,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,hpt-obf:v1:DyOYWkyIqNFH5UNB.BSzqnuIcVL0nFC5er0expQ.XwZ1DSBD7X2K-aXsdA4,Acute Care Hospitals,alamedahealthsystem.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,ALAMEDA HOSPITAL hospital ALAMEDA CA official website,
05022F,NMC San Diego,34800 Bob Wilson Dr,San Diego,CA,92134,hpt-obf:v1:UOVOn6VZYjj_mMse.OLZxxsc3ZNYt4wElHaSHQg.lSzuVNPUc5TyMPcCByw,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
050236,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,hpt-obf:v1:3Jd8jja1ny54FYn0.wtU8pMedN69Jsy-Bg9yMAA.zbSiDc-DUxn78uDDruI,Acute Care Hospitals,adventisthealth.org,ok,name-match-review,pointer file works (23 entries) but none matched this hospital's name,,
050243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,hpt-obf:v1:kM1XgksrYj4Qfm4S.fMQ52fVGjW398CrwhUz4Rw.yPjJHl-Oca2VgySL2Zo,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,DESERT REGIONAL MEDICAL CENTER hospital PALM SPRINGS CA official website,
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,hpt-obf:v1:NoKfFX657R0U7VEa.dOl1d93mSqQQ-6cyPEok2Q.CMH5LrzC6NxBkK2iFOk,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
050279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,hpt-obf:v1:oPHWHCtTaCYF2dxt.0RfbrhwTdcaSmM66o4cK8Q.9cBhps-qyxDNQ999ks8,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HI-DESERT MEDICAL CENTER hospital JOSHUA TREE CA official website,
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,hpt-obf:v1:C5e4uV7QHpMs2mkW.-COwwjl48iEXk75xJoRE4Q.s6V5KJgfZaEk-8hcbRM,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
